Bootstrap_ID,Draw_order,Time_block,Block_start,Block_end,N_years,N_year_age_rows,N_training_rows_in_replicate,N_unique_years_in_replicate
199,4,7,2020,2023,4,20,165,19
199,5,3,2000,2004,5,25,165,19
199,6,7,2020,2023,4,20,165,19
199,7,6,2015,2019,5,25,165,19
200,1,4,2005,2009,5,25,175,25
200,2,2,1995,1999,5,25,175,25
200,3,1,1990,1994,5,25,175,25
200,4,3,2000,2004,5,25,175,25
200,5,2,1995,1999,5,25,175,25
200,6,3,2000,2004,5,25,175,25
200,7,6,2015,2019,5,25,175,25
